terrain,count,mean_ssim,mean_psnr,mean_mae
agri,64,0.2905260833213106,14.260777345761943,0.15792824630625546
barrenland,14,0.1482042973595006,10.98834842288962,0.25078401288815905
grassland,32,0.2904024114832282,15.452692778210137,0.14804756315425038
urban,90,0.12060797926452425,13.684465435869248,0.16117046078046163
