terrain,count,mean_ssim,mean_psnr,mean_mae
agri,64,0.21153893787413836,13.348064474795038,0.18150950223207474
barrenland,14,0.12611651793122292,11.529074226575691,0.2286702703152384
grassland,32,0.19808674580417573,13.40016974837663,0.18421089579351246
urban,90,0.09653981183138159,13.169649134999483,0.17353205705682437
