terrain,count,mean_ssim,mean_psnr,mean_mae
agri,64,0.32377166755031794,14.941366662602086,0.14509449794422835
barrenland,14,0.14064209163188934,11.180282890353643,0.23949763817446573
grassland,32,0.28520937636494637,15.362651478577929,0.1519012174103409
urban,90,0.11637958652443356,13.255944785370142,0.17118524842792088
