terrain,count,mean_ssim,mean_psnr,mean_mae
agri,64,0.15146259381435812,13.683114623504792,0.16288373339921236
barrenland,14,0.09547450100736958,10.280777614534088,0.26164495412792477
grassland,32,0.1534387890715152,13.816706895964865,0.1653864406980574
urban,90,0.070282534427113,12.275995245017937,0.19023979380726813
