epoch,g_loss,d_loss,l1,adversarial,perceptual,feature_matching,val_l1,seconds
1,74.24888586044311,0.12308389551390428,0.330945067897439,4.378642723016441,3.2892949806451797,0.3882786577939987,0.45920173621177673,272.323379278183
2,74.16946247673035,0.12237379908686853,0.3153715207800269,4.4959457742869855,3.443601656317711,0.3700348142683506,0.407489706436793,269.8120849132538
3,73.47054798698426,0.13308454193902436,0.30653161942958834,4.419456412851811,3.4912583123445513,0.3485346681624651,0.41715688196818035,270.1489944458008
4,72.71600023460388,0.14252312221066676,0.30014715714752677,4.1874743354767565,3.517012404322624,0.33436859948933123,0.45753581523895265,270.13682889938354
5,72.17734365463257,0.15859552081045694,0.29612370557337997,3.87224196549505,3.548068253517151,0.321204858340323,0.4313562196890513,270.3232202529907
6,71.89342783737183,0.16251085466868245,0.29232863525301217,3.7863837664723397,3.5725264941453934,0.3148915573656559,0.4764153227806091,270.0270571708679
7,71.69916628646851,0.15123254325648305,0.28905709789693357,3.925869112044573,3.575275140762329,0.3114835868626833,0.5147669104735056,269.3272867202759
8,71.37521901130677,0.14946737944535562,0.2856431718096137,4.034588944151998,3.5701114377975465,0.3075198511108756,0.465074461778005,269.16753602027893
9,71.22032158470154,0.14593545115896267,0.28312363858520984,4.154252273857593,3.570697587966919,0.3046729532256722,0.4200250736872355,270.2088861465454
10,70.90930861282348,0.13979888684439357,0.27966646894067526,4.370693816930055,3.5542140629291534,0.3029827311486006,0.4850346171061198,270.09110403060913
11,70.56348264312744,0.12897970587344026,0.27624821810424327,4.570700515687466,3.5336745430231096,0.303121495731175,0.4760905394554138,269.88712787628174
12,69.80075178909301,0.09888358880751548,0.2692018027827144,5.565109763711691,3.4214494923353196,0.31009667736291885,0.45804814449946085,268.8902189731598
13,69.15496406555175,0.09416735091422015,0.26536934792250394,5.823505838364363,3.3681095442771913,0.31134279585629704,0.4537795769373576,269.88355016708374
14,68.66742917060851,0.09196841508398575,0.26333576019108296,5.928822617888451,3.3288487117290497,0.3116543326228857,0.49248205558458963,270.02937150001526
15,68.3251307220459,0.08513958614918737,0.2609407266229391,6.124703053951263,3.298956059455872,0.3116794305890799,0.430892058134079,269.5789849758148
16,68.07399755859375,0.08523047724479693,0.25964740436151623,6.132094265222549,3.287838882684708,0.3098774088099599,0.459500022649765,269.6410782337189
17,67.96711664772033,0.0825735543658011,0.2585447485521436,6.259379872143269,3.275659526467323,0.3096666699871421,0.412144203265508,270.23375606536865
18,67.82673446655274,0.08906910575267647,0.25707707507163285,6.136261418521404,3.291799694299698,0.3064768569841981,0.46053051948547363,270.1130037307739
19,67.7182215309143,0.09399160805974861,0.2559989593848586,5.960950074851513,3.310371938467026,0.30536561288684605,0.4403477932612101,270.1913321018219
20,67.93069689750672,0.11098275752767223,0.25684308775514364,5.540450464129448,3.3669995383024216,0.3035942354798317,0.40814833259582517,269.9458246231079
21,67.8827461719513,0.11469303479437076,0.2557779975682497,5.377241785645485,3.389824896454811,0.30294556423276664,0.4155780132611593,271.0771429538727
22,67.90128784942627,0.11858735120512574,0.25526151518523693,5.273777064740658,3.4078268798589706,0.302309046253562,0.4289628678957621,271.1820511817932
23,67.8214968585968,0.12200542380379921,0.25384128803759815,5.257676172316074,3.416598825097084,0.3013703643977642,0.42000907945632937,270.2845675945282
24,67.82984831237793,0.1288871998413306,0.25385868161171676,5.06281185400486,3.4375025535821915,0.30061427732557056,0.4001973646481832,270.80517506599426
25,67.73263844680785,0.1290530136412708,0.2523877248354256,5.03811169719696,3.4456542422771452,0.29992118279635904,0.4356641595363617,269.7573525905609
26,67.93534770202636,0.13474303882505045,0.2525736386477947,4.993977755874395,3.468828174352646,0.29957242974638937,0.44241914065678917,269.4066708087921
27,67.8074755859375,0.1352078293578743,0.2513142259865999,4.936425197720528,3.475151901125908,0.2988108849152923,0.4536158614953359,270.62920665740967
28,67.91810691070556,0.1426505560298101,0.2512427097484469,4.802459576487541,3.50083769762516,0.29829994502663615,0.4503889005978902,270.22118949890137
29,68.03586213874817,0.14740645803621738,0.2515811876654625,4.632149138987065,3.5264004318714144,0.2981589878126979,0.42781882611910504,270.3332767486572
30,68.13178619384766,0.15206832329067402,0.2512797546610236,4.568598509073257,3.5470073022842405,0.29651392124593257,0.4517277444998423,270.8120906352997
